"Ensembl","Entrez","Gene.Symbol","Length"
"ENSMUSG00000025945",12969,"Crygf",627
"ENSMUSG00000083289",667786,"Gm8812",412
"ENSMUSG00000015222",17756,"Map2",16449
"ENSMUSG00000088850",115485824,"Gm24729",137
"ENSMUSG00000065694",115487667,"Gm25411",151
"ENSMUSG00000055567",329178,"Unc80",15143
"ENSMUSG00000026005",66646,"Rpe",3113
"ENSMUSG00000026004",68691,"Kansl1l",6664
"ENSMUSG00000082057",100417476,"Gm15789",1359
"ENSMUSG00000026003",11363,"Acadl",2005
"ENSMUSG00000089420",115487636,"Gm27934",63
"ENSMUSG00000077328",115485785,"Gm25832",130
"ENSMUSG00000061816",17901,"Myl1",2074
"ENSMUSG00000094191",100043192,"Rpl31-ps14",378
"ENSMUSG00000082212",100416784,"Gm15826",1384
"ENSMUSG00000026000",14768,"Lancl1",6863
"ENSMUSG00000025991",227231,"Cps1",5555
"ENSMUSG00000077745",115485776,"Gm26342",129
"ENSMUSG00000082473",110032,"Kif22-ps",1984
"ENSMUSG00000062209",13869,"Erbb4",12355
"ENSMUSG00000025997",22779,"Ikzf2",11613
"ENSMUSG00000053153",66722,"Spag16",6764
"ENSMUSG00000080524",115487680,"Gm23879",126
"ENSMUSG00000075952",115487587,"Gm23422",107
"ENSMUSG00000045648",320460,"Vwc2l",7689
"ENSMUSG00000026196",12021,"Bard1",5659
"ENSMUSG00000101551",667900,"Gm8870",775
"ENSMUSG00000050296",74591,"Abca12",14808
"ENSMUSG00000026192",108147,"Atic",7985
"ENSMUSG00000026193",14268,"Fn1",11685
"ENSMUSG00000073652",100042814,"Apol7d",2091
"ENSMUSG00000099707",667931,"Gm8883",1541
"ENSMUSG00000101848",71134,"4933417E11Rik",1093
"ENSMUSG00000059483",433319,"Gm5528",480
"ENSMUSG00000101496",667937,"Gm8885",598
"ENSMUSG00000039395",381269,"Mreg",2284
"ENSMUSG00000094655",115487690,"Gm25360",191
"ENSMUSG00000094050",115487687,"Gm23472",191
"ENSMUSG00000093956",115487688,"Gm24497",191
"ENSMUSG00000093843",115487691,"Gm25939",191
"ENSMUSG00000026189",111175,"Pecr",1516
"ENSMUSG00000026188",271711,"Tmem169",3054
"ENSMUSG00000026187",22596,"Xrcc5",2555
"ENSMUSG00000039372",381270,"Marchf4",4553
"ENSMUSG00000085812",100416317,"Gm15843",529
"ENSMUSG00000039354",54380,"Smarcal1",5728
"ENSMUSG00000039342",319695,"Ankar",4573
"ENSMUSG00000046330",19981,"Rpl37a",584
"ENSMUSG00000039323",16008,"Igfbp2",1847
"ENSMUSG00000026185",16011,"Igfbp5",6006
"ENSMUSG00000101968",69449,"1700027A15Rik",1396
"ENSMUSG00000026182",21958,"Tnp1",437
"ENSMUSG00000101812",78718,"D530049I02Rik",562
"ENSMUSG00000100044",672208,"Gm9553",996
"ENSMUSG00000100301",109198,"6030407O03Rik",2442
"ENSMUSG00000098504",102465179,"Mir6351",99
"ENSMUSG00000055322",21961,"Tns1",16010
"ENSMUSG00000061815",435626,"Rufy4",2329
"ENSMUSG00000026180",12765,"Cxcr2",3048
"ENSMUSG00000048480",227288,"Cxcr1",1491
"ENSMUSG00000087820",100316687,"Mir1928",67
"ENSMUSG00000094768",115487588,"Gm25524",107
"ENSMUSG00000006304",76709,"Arpc2",2033
"ENSMUSG00000064272",227289,"Gpbar1",1075
"ENSMUSG00000006299",227290,"Aamp",3458
"ENSMUSG00000026179",56695,"Pnkd",7832
"ENSMUSG00000006301",69660,"Tmbim1",12659
"ENSMUSG00000073650",241112,"Catip",2211
"ENSMUSG00000026177",18173,"Slc11a1",3705
"ENSMUSG00000026176",227292,"Ctdsp1",3334
"ENSMUSG00000065468",387219,"Mir26b",85
"ENSMUSG00000026175",22349,"Vil1",3551
"ENSMUSG00000033364",319651,"Usp37",11081
"ENSMUSG00000026174",58184,"Cnot9",3826
"ENSMUSG00000026173",18802,"Plcd4",7045
"ENSMUSG00000026135",77264,"Zfp142",11355
"ENSMUSG00000026172",66821,"Bcs1l",2192
"ENSMUSG00000026171",57751,"Rnf25",2181
"ENSMUSG00000033276",269209,"Stk36",6437
"ENSMUSG00000033257",67534,"Ttll4",11527
"ENSMUSG00000026170",104086,"Cyp27a1",2173
"ENSMUSG00000006542",241113,"Prkag3",3682
"ENSMUSG00000033227",22420,"Wnt6",2192
"ENSMUSG00000026167",22409,"Wnt10a",2468
"ENSMUSG00000089964",102634844,"Gm16582",1930
"ENSMUSG00000090071",12570,"Cdk5r2",2799
"ENSMUSG00000055197",260298,"Fev",1617
"ENSMUSG00000006546",12958,"Cryba2",1193
"ENSMUSG00000065616",723900,"Mir375",75
"ENSMUSG00000047021",241116,"Cfap65",7817
"ENSMUSG00000006538",16147,"Ihh",3048
"ENSMUSG00000026162",75570,"Nhej1",1118
"ENSMUSG00000026205",22626,"Slc23a3",2167
"ENSMUSG00000033159",69171,"Cnppd1",5635
"ENSMUSG00000049339",227298,"Retreg2",2999
"ENSMUSG00000026197",68818,"Zfand2b",1772
"ENSMUSG00000026198",74104,"Abcb6",5315
"ENSMUSG00000033124",245860,"Atg9a",5762
"ENSMUSG00000026199",52231,"Ankzf1",5142
"ENSMUSG00000026200",74577,"Glb1l",5905
"ENSMUSG00000026201",20872,"Stk16",4518
"ENSMUSG00000026202",22145,"Tuba4a",3701
"ENSMUSG00000096094",381272,"A630095N17Rik",1123
"ENSMUSG00000026203",56812,"Dnajb2",4249
"ENSMUSG00000026204",19275,"Ptprn",4249
"ENSMUSG00000033061",19711,"Resp18",1032
"ENSMUSG00000026209",13437,"Dnpep",4289
"ENSMUSG00000026208",13346,"Des",3754
"ENSMUSG00000085653",100503248,"Gm15179",867
"ENSMUSG00000026207",11790,"Speg",12741
"ENSMUSG00000033021",69080,"Gmppa",2395
"ENSMUSG00000033007",241118,"Asic4",2727
"ENSMUSG00000032997",74241,"Chpf",3856
"ENSMUSG00000026211",98733,"Obsl1",8467
"ENSMUSG00000051703",319998,"Tmem198",2504
"ENSMUSG00000032968",16322,"Inha",1475
"ENSMUSG00000026213",71728,"Stk11ip",5743
"ENSMUSG00000082059",108167599,"Gm15183",348
"ENSMUSG00000006576",20536,"Slc4a3",8599
"ENSMUSG00000083244",102638885,"Gm15180",492
"ENSMUSG00000082012",383531,"Gm5257",790
"ENSMUSG00000100553",620079,"Gm17751",2188
"ENSMUSG00000098611",102465175,"Mir6343",84
"ENSMUSG00000026235",13838,"Epha4",8054
"ENSMUSG00000099141",102465180,"Mir6352",116
"ENSMUSG00000065215",115487657,"Gm26263",164
"ENSMUSG00000004872",18505,"Pax3",6187
"ENSMUSG00000032908",433323,"Sgpp2",4002
"ENSMUSG00000026245",23874,"Farsb",2620
"ENSMUSG00000012187",68393,"Mogat1",1558
"ENSMUSG00000100562",108167629,"Gm29611",1011
"ENSMUSG00000032883",74205,"Acsl3",4357
"ENSMUSG00000079470",195434,"Utp14b",7679
"ENSMUSG00000099377",620521,"Gm6159",1724
"ENSMUSG00000099706",102636764,"Gm29536",3283
"ENSMUSG00000047330",57814,"Kcne4",2657
"ENSMUSG00000050711",20254,"Scg2",2515
"ENSMUSG00000099562",100418139,"Gm19027",1355
"ENSMUSG00000077782",115485787,"Gm24160",126
"ENSMUSG00000054702",252903,"Ap1s3",2878
"ENSMUSG00000073643",69368,"Wdfy1",6488
"ENSMUSG00000026248",69163,"Mrpl44",1644
"ENSMUSG00000026249",20720,"Serpine2",8287
"ENSMUSG00000100397",102636960,"Gm28071",478
"ENSMUSG00000096297",115487702,"Gm23934",107
"ENSMUSG00000043230",241128,"Fam124b",3357
"ENSMUSG00000004364",26554,"Cul3",4873
"ENSMUSG00000090637",620899,"Gm6189",2082
"ENSMUSG00000101483",72208,"1700016L21Rik",968
"ENSMUSG00000038608",210293,"Dock10",18267
"ENSMUSG00000054976",241134,"Nyap2",12508
"ENSMUSG00000101986",621020,"Gm6198",2929
"ENSMUSG00000100561",665145,"Gm7516",706
"ENSMUSG00000098797",102466629,"Mir6344",104
"ENSMUSG00000055980",16367,"Irs1",9144
"ENSMUSG00000026142",76867,"Rhbdd1",6966
"ENSMUSG00000067158",12829,"Col4a4",10612
"ENSMUSG00000079465",12828,"Col4a3",9967
"ENSMUSG00000026150",75734,"Mff",9757
"ENSMUSG00000026149",66261,"Tm4sf20",1508
"ENSMUSG00000026159",15463,"Agfg1",8384
"ENSMUSG00000038496",80721,"Slc19a3",3065
"ENSMUSG00000101315",71386,"Krtap28-13",992
"ENSMUSG00000026166",20297,"Ccl20",1421
"ENSMUSG00000053161",71227,"Daw1",2140
"ENSMUSG00000101896",621614,"Gm6244",841
"ENSMUSG00000026163",77629,"Sphkap",9602
"ENSMUSG00000077736",115485784,"Gm24555",124
"ENSMUSG00000045658",98496,"Pid1",8172
"ENSMUSG00000101934",100416887,"Gm18304",546
"ENSMUSG00000098851",102465181,"Mir6353",113
"ENSMUSG00000036766",227325,"Dner",4784
"ENSMUSG00000093254",100628595,"Mir5126",77
"ENSMUSG00000026219",14897,"Trip12",16601
"ENSMUSG00000073633",66153,"Fbxo36",2148
"ENSMUSG00000026220",71781,"Slc16a14",3352
"ENSMUSG00000052477",620078,"C130026I21Rik",3827
"ENSMUSG00000064281",100039695,"Rpl19-ps1",591
"ENSMUSG00000089976",100039723,"Gm2389",189
"ENSMUSG00000101279",100416971,"Gm18342",694
"ENSMUSG00000089844",381287,"A530032D15Rik",1603
"ENSMUSG00000079457",665378,"Gm7609",2496
"ENSMUSG00000070034",109032,"Sp110",6781
"ENSMUSG00000070031",434484,"Sp140",3328
"ENSMUSG00000026222",20684,"Sp100",7556
"ENSMUSG00000052760",319997,"A630001G21Rik",2709
"ENSMUSG00000098634",102466882,"Mir8096",127
"ENSMUSG00000100217",77762,"9930111H07Rik",821
"ENSMUSG00000036707",12283,"Cab39",7077
"ENSMUSG00000026223",64294,"Itm2c",2491
"ENSMUSG00000026224",71141,"4933407L21Rik",3343
"ENSMUSG00000049608",227326,"Gpr55",3721
"ENSMUSG00000099342",100416669,"Gm18180",1484
"ENSMUSG00000026226",70060,"Spata3",2041
"ENSMUSG00000026227",72792,"2810459M11Rik",3331
"ENSMUSG00000026229",70247,"Psmd1",7265
"ENSMUSG00000077274",115485822,"Gm22786",122
"ENSMUSG00000026228",15559,"Htr2b",2131
"ENSMUSG00000062590",78795,"Armc9",13006
"ENSMUSG00000079445",227327,"B3gnt7",4137
"ENSMUSG00000091806",383538,"Gm5258",327
"ENSMUSG00000026234",17975,"Ncl",10188
"ENSMUSG00000064837",100303740,"Snora75",133
"ENSMUSG00000064823",80828,"Snord82",70
"ENSMUSG00000026237",14767,"Nmur1",1322
"ENSMUSG00000036574",71863,"Tex44",1724
"ENSMUSG00000026238",19231,"Ptma",1462
"ENSMUSG00000026239",18582,"Pde6d",2178
"ENSMUSG00000026240",26895,"Cops7b",5515
"ENSMUSG00000026241",18159,"Nppc",1042
"ENSMUSG00000053333",208718,"Dis3l2",8901
"ENSMUSG00000084106",620213,"Gm6136",891
"ENSMUSG00000101940",208256,"Akp-ps1",1600
"ENSMUSG00000026246",11650,"Alppl2",2256
"ENSMUSG00000079440",76768,"Alpi",2337
"ENSMUSG00000036500",11648,"Akp3",2099
"ENSMUSG00000026247",13599,"Ecel1",3500
"ENSMUSG00000036480",69453,"Prss56",2180
"ENSMUSG00000026251",11447,"Chrnd",3288
"ENSMUSG00000026253",11449,"Chrng",4163
"ENSMUSG00000026254",26987,"Eif4e2",7497
"ENSMUSG00000088318",115487620,"Gm26187",101
"ENSMUSG00000026255",98363,"Efhd1",2125
"ENSMUSG00000048000",227331,"Gigyf2",14216
"ENSMUSG00000095281",115487582,"Gm22549",107
"ENSMUSG00000079436",100040591,"Kcnj13",1270
"ENSMUSG00000026258",73234,"Snorc",722
"ENSMUSG00000026259",53972,"Ngef",3905
"ENSMUSG00000079434",23956,"Neu2",2590
"ENSMUSG00000090994",620454,"Gm6153",1058
"ENSMUSG00000026288",16331,"Inpp5d",7602
"ENSMUSG00000026289",77040,"Atg16l1",9628
"ENSMUSG00000087968",115485773,"Gm25395",272
"ENSMUSG00000089281",100217415,"Scarna6",265
"ENSMUSG00000056055",20215,"Sag",8904
"ENSMUSG00000070738",227333,"Dgkd",6850
"ENSMUSG00000101942",100503175,"Gm19582",841
"ENSMUSG00000005501",227334,"Usp40",11871
"ENSMUSG00000084021",545344,"Gm5832",1582
"ENSMUSG00000083478",677561,"Gm15375",849
"ENSMUSG00000090165",394430,"Ugt1a10",2267
"ENSMUSG00000090175",394434,"Ugt1a9",2190
"ENSMUSG00000090124",394432,"Ugt1a7c",4219
"ENSMUSG00000090145",394435,"Ugt1a6b",2382
"ENSMUSG00000084195",100418105,"Gm15372",834
"ENSMUSG00000054545",94284,"Ugt1a6a",4312
"ENSMUSG00000082513",100418106,"Gm15374",844
"ENSMUSG00000082677",100418107,"Gm15371",784
"ENSMUSG00000089943",394433,"Ugt1a5",2203
"ENSMUSG00000081488",100418108,"Gm15368",858
"ENSMUSG00000083277",100418109,"Gm15376",783
"ENSMUSG00000090171",22236,"Ugt1a2",2211
"ENSMUSG00000081984",15504,"Dnajb3",1051
"ENSMUSG00000089960",394436,"Ugt1a1",2224
"ENSMUSG00000079429",100040766,"Mroh2a",8492
"ENSMUSG00000036251",171382,"Trpm8",4732
"ENSMUSG00000026295",75396,"Spp2",992
"ENSMUSG00000099553",102636980,"Gm29538",471
"ENSMUSG00000062310",14659,"Glrp1",1957
"ENSMUSG00000100798",100503197,"Gm19589",2623
"ENSMUSG00000049866",320982,"Arl4c",5492
"ENSMUSG00000097398",78650,"Platr5",572
"ENSMUSG00000101333",208347,"Gm4753",1255
"ENSMUSG00000099378",73475,"1700067G17Rik",603
"ENSMUSG00000036206",98402,"Sh3bp4",5112
"ENSMUSG00000102083",383542,"Gm5259",800
"ENSMUSG00000099938",77331,"C030007H22Rik",591
"ENSMUSG00000055013",347722,"Agap1",17469
"ENSMUSG00000034486",14472,"Gbx2",2177
"ENSMUSG00000067081",208372,"Asb18",3952
"ENSMUSG00000026301",74918,"Iqca",4027
"ENSMUSG00000044337",12778,"Ackr3",3348
"ENSMUSG00000034432",108679,"Cops8",4448
"ENSMUSG00000048126",12835,"Col6a3",11963
"ENSMUSG00000026303",171531,"Mlph",5357
"ENSMUSG00000090550",623503,"Prlh",276
"ENSMUSG00000026304",19329,"Rab17",1992
"ENSMUSG00000026305",16978,"Lrrfip1",6469
"ENSMUSG00000070732",329207,"Rbm44",6518
"ENSMUSG00000100018",665766,"Gm7776",720
"ENSMUSG00000034353",51801,"Ramp1",3022
"ENSMUSG00000034343",67921,"Ube2f",8842
"ENSMUSG00000026307",50880,"Scly",4549
"ENSMUSG00000049515",227357,"Espnl",5445
"ENSMUSG00000026308",70788,"Klhl30",3089
"ENSMUSG00000047443",227358,"Erfe",2815
"ENSMUSG00000026309",67444,"Ilkap",5556
"ENSMUSG00000100253",67086,"1700020N18Rik",547
"ENSMUSG00000067071",55927,"Hes6",1808
"ENSMUSG00000055866",18627,"Per2",5856
"ENSMUSG00000101958",100418229,"Gm19085",2162
"ENSMUSG00000034292",74019,"Traf3ip1",3712
"ENSMUSG00000026311",65247,"Asb1",6432
"ENSMUSG00000007805",13345,"Twist2",3174
"ENSMUSG00000026313",208727,"Hdac4",15375
"ENSMUSG00000026260",67273,"Ndufa10",3331
"ENSMUSG00000098288",102465542,"Mir6900",60
"ENSMUSG00000067064",259040,"Olfr1416",939
"ENSMUSG00000057464",258228,"Olfr1415",936
"ENSMUSG00000042849",259041,"Olfr1414",1255
"ENSMUSG00000058904",259039,"Olfr1413",1082
"ENSMUSG00000046300",258274,"Olfr1412",1091
"ENSMUSG00000062497",258483,"Olfr1411",998
"ENSMUSG00000063583",258484,"Olfr1410",977
"ENSMUSG00000061616",257890,"Olfr12",1056
"ENSMUSG00000073616",66915,"Cops9",1499
"ENSMUSG00000044055",260301,"Otos",3082
"ENSMUSG00000034220",14733,"Gpc1",5159
"ENSMUSG00000065470",387167,"Mir149",66
"ENSMUSG00000034212",241158,"Ankmy1",3246
"ENSMUSG00000047067",67446,"Dusp28",1314
"ENSMUSG00000097251",75995,"5033417F24Rik",1787
"ENSMUSG00000026269",108657,"Rnpepl1",9467
"ENSMUSG00000100632",100037260,"9430060I03Rik",1689
"ENSMUSG00000026270",23830,"Capn10",4346
"ENSMUSG00000026271",64095,"Gpr35",4839
"ENSMUSG00000045091",208760,"Aqp12",1088
"ENSMUSG00000014602",16560,"Kif1a",9330
"ENSMUSG00000026272",11611,"Agxt",1697
"ENSMUSG00000034159",71874,"Mab21l4",2368
"ENSMUSG00000084989",381284,"Crocc2",7132
"ENSMUSG00000047793",208777,"Sned1",9491
"ENSMUSG00000098997",102465543,"Mir6901",62
"ENSMUSG00000026273",69821,"Mterf4",5271
"ENSMUSG00000101172",105246665,"Gm28535",885
"ENSMUSG00000026274",269224,"Pask",9060
"ENSMUSG00000026275",66385,"Ppp1r7",10495
"ENSMUSG00000098689",102466630,"Mir6345",128
"ENSMUSG00000064389",115487609,"Gm26446",103
"ENSMUSG00000034107",404545,"Ano7",3984
"ENSMUSG00000034088",110611,"Hdlbp",11320
"ENSMUSG00000090489",108167670,"Gm17415",789
"ENSMUSG00000026276",18000,"Septin2",7979
"ENSMUSG00000034066",227377,"Farp2",5235
"ENSMUSG00000026277",59041,"Stk25",5812
"ENSMUSG00000026278",51800,"Bok",1775
"ENSMUSG00000026279",67026,"Thap4",6519
"ENSMUSG00000026280",66615,"Atg4b",8278
"ENSMUSG00000026281",21915,"Dtymk",2631
"ENSMUSG00000026283",66262,"Ing5",4729
"ENSMUSG00000088961",115487622,"Gm22089",102
"ENSMUSG00000073609",98314,"D2hgdh",4281
"ENSMUSG00000094651",381334,"Gal3st2",3063
"ENSMUSG00000093805",100041596,"Gal3st2b",2748
"ENSMUSG00000099624",666009,"Gm7889",958
"ENSMUSG00000073608",619597,"Gal3st2c",9667
"ENSMUSG00000034000",241159,"Neu4",4637
"ENSMUSG00000026285",18566,"Pdcd1",1930
"ENSMUSG00000100990",666012,"Gm7891",843
"ENSMUSG00000100347",666025,"Gm7895",1173
"ENSMUSG00000077413",115487639,"Gm23389",69
"ENSMUSG00000100518",74689,"4930440C22Rik",1607
"ENSMUSG00000089310",115485807,"Gm23181",110
"ENSMUSG00000099592",383603,"Gm5264",848
"ENSMUSG00000051185",67698,"Fam174a",4814
"ENSMUSG00000081051",100041686,"Gm15427",531
"ENSMUSG00000040710",20452,"St8sia4",20091
"ENSMUSG00000100777",75381,"4930598F16Rik",761
"ENSMUSG00000095955",115487703,"Gm22360",107
"ENSMUSG00000100062",73454,"1700063A18Rik",356
"ENSMUSG00000100589",75159,"4930533P14Rik",583
"ENSMUSG00000095610",115487705,"Gm26245",107
"ENSMUSG00000077255",115485795,"Gm26078",128
"ENSMUSG00000040693",227394,"Slco4c1",4908
"ENSMUSG00000045463",67854,"Slco6b1",2492
"ENSMUSG00000097480",670708,"Gm9499",964
"ENSMUSG00000026331",74441,"Slco6c1",2842
"ENSMUSG00000100484",634331,"Gm7133",2039
"ENSMUSG00000101348",634346,"Gm7135",2255
"ENSMUSG00000044768",52392,"Macir",41324
"ENSMUSG00000040648",227399,"Ppip5k2",14381
"ENSMUSG00000026333",252876,"Gin1",6048
"ENSMUSG00000026335",18484,"Pam",11892
"ENSMUSG00000089706",78603,"B230216N24Rik",5853
"ENSMUSG00000096085",115487584,"Gm24465",107
"ENSMUSG00000100182",69030,"1810006J02Rik",1882
"ENSMUSG00000100711",102634194,"Gm29461",4176
"ENSMUSG00000026336",70866,"Slco6d1",3173
"ENSMUSG00000087804",115487631,"Gm23434",100
"ENSMUSG00000099453",100416782,"Gm18248",1846
"ENSMUSG00000067028",241175,"Cntnap5b",5205
"ENSMUSG00000100662",100418141,"Gm19029",564
"ENSMUSG00000087883",115485797,"Gm23602",132
"ENSMUSG00000099427",100417587,"Gm18700",553
"ENSMUSG00000099892",100416675,"Gm18185",667
"ENSMUSG00000100684",100504525,"Gm20268",845
"ENSMUSG00000100222",383650,"Psmb6-ps2",705
"ENSMUSG00000100065",100418055,"Gm18969",730
"ENSMUSG00000077295",115485791,"Gm24122",132
"ENSMUSG00000088510",115485818,"Gm23036",99
"ENSMUSG00000099989",102634495,"Gm20281",267
"ENSMUSG00000087908",115485796,"Gm22034",134
"ENSMUSG00000100955",100417638,"Gm18728",753
"ENSMUSG00000088594",115485798,"Gm23965",142
"ENSMUSG00000050840",23836,"Cdh20",4012
"ENSMUSG00000047496",320311,"Rnf152",8532
"ENSMUSG00000097482",100504568,"Gm17634",1655
"ENSMUSG00000056536",27392,"Pign",13595
"ENSMUSG00000101219",102634805,"Gm20302",275
"ENSMUSG00000101656",666249,"Gm8004",617
"ENSMUSG00000026319",227446,"Relch",9500
"ENSMUSG00000026321",21934,"Tnfrsf11a",5985
"ENSMUSG00000089206",115487626,"Gm26214",107
"ENSMUSG00000099448",100417746,"Gm18801",536
"ENSMUSG00000099843",635504,"Gm7160",1417
"ENSMUSG00000038866",227449,"Zcchc2",6774
"ENSMUSG00000101583",626049,"Gm20753",545
"ENSMUSG00000044340",98432,"Phlpp1",6752
"ENSMUSG00000099604",626075,"Gm6651",271
"ENSMUSG00000057329",12043,"Bcl2",9157
"ENSMUSG00000098344",102466254,"Mir3473f",136
"ENSMUSG00000009905",70750,"Kdsr",8147
"ENSMUSG00000009907",20479,"Vps4b",8905
"ENSMUSG00000067006",20724,"Serpinb5",2750
"ENSMUSG00000059956",71869,"Serpinb12",2498
"ENSMUSG00000048775",241196,"Serpinb13",1672
"ENSMUSG00000084228",666394,"Gm8080",1155
"ENSMUSG00000044594",20248,"Serpinb3a",1631
"ENSMUSG00000058017",394252,"Serpinb3d",1216
"ENSMUSG00000083884",100041276,"Gm15388",726
"ENSMUSG00000073602",383548,"Serpinb3b",1688
"ENSMUSG00000081114",108167835,"Gm15390",738
"ENSMUSG00000073601",381286,"Serpinb3c",1659
"ENSMUSG00000084189",666414,"Gm8089",968
"ENSMUSG00000026327",66957,"Serpinb11",2186
"ENSMUSG00000067001",116872,"Serpinb7",1957
"ENSMUSG00000089278",115485799,"Gm24553",131
"ENSMUSG00000062345",18788,"Serpinb2",2349
"ENSMUSG00000092572",241197,"Serpinb10",3490
"ENSMUSG00000026315",20725,"Serpinb8",4795
"ENSMUSG00000086161",102635334,"Gm15389",666
"ENSMUSG00000096241",115487706,"Gm24267",107
"ENSMUSG00000077237",115485786,"Gm22438",132
"ENSMUSG00000100457",319596,"D830032E09Rik",3629
"ENSMUSG00000101477",100417204,"Gm18448",599
"ENSMUSG00000100041",435640,"Gm5702",2469
"ENSMUSG00000101097",626474,"Gm6679",1869
"ENSMUSG00000100831",100415976,"Gm17847",1127
"ENSMUSG00000089037",115485815,"Gm22159",130
"ENSMUSG00000100025",666508,"Gm8141",1723
"ENSMUSG00000026312",241201,"Cdh7",10037
"ENSMUSG00000100290",100417351,"Gm18552",538
"ENSMUSG00000100758",100041429,"Gm3332",928
"ENSMUSG00000099926",626652,"Gm6693",813
"ENSMUSG00000047216",227485,"Cdh19",4280
"ENSMUSG00000038702",319901,"Dsel",5763
"ENSMUSG00000101875",547247,"Gm6028",574
"ENSMUSG00000088691",115485769,"Gm22331",136
"ENSMUSG00000099884",666635,"Gm8204",2144
"ENSMUSG00000102105",100416158,"Gm17946",538
"ENSMUSG00000099943",100416670,"Gm18181",736
"ENSMUSG00000101687",227506,"Gm4854",574
"ENSMUSG00000070695",636808,"Cntnap5a",10945
"ENSMUSG00000101154",100046707,"Gm17777",1276
"ENSMUSG00000065865",115487666,"Gm24030",164
"ENSMUSG00000099571",100416671,"Gm18182",1251
"ENSMUSG00000099870",637083,"Gm7200",1163
"ENSMUSG00000026374",22099,"Tsn",9046
"ENSMUSG00000026377",67949,"Nifk",1965
"ENSMUSG00000064302",76707,"Clasp1",19275
"ENSMUSG00000077257",115485782,"Gm26080",131
"ENSMUSG00000026380",81879,"Tfcp2l1",9438
"ENSMUSG00000088363",115487679,"LOC115487679",130
"ENSMUSG00000048402",14633,"Gli2",6869
"ENSMUSG00000098273",102465176,"Mir6346",81
"ENSMUSG00000096939",666838,"Gm8321",980
"ENSMUSG00000100767",100041778,"Gm3508",792
"ENSMUSG00000037035",16324,"Inhbb",4255
"ENSMUSG00000004451",64143,"Ralb",4930
"ENSMUSG00000101437",108167710,"Gm29454",393
"ENSMUSG00000098923",226351,"Tmem185b",2824
"ENSMUSG00000101731",320069,"3830432H09Rik",2637
"ENSMUSG00000084505",115487621,"Gm25322",104
"ENSMUSG00000026383",226352,"Epb41l5",14758
"ENSMUSG00000026384",19258,"Ptpn4",11321
"ENSMUSG00000100042",108167715,"Gm29658",230
"ENSMUSG00000100636",100041863,"Gm3551",664
"ENSMUSG00000036975",66343,"Tmem177",3341
"ENSMUSG00000036962",226356,"Cfap221",2915
"ENSMUSG00000092245",100416216,"Gm17973",520
"ENSMUSG00000026387",319229,"Sctr",2012
"ENSMUSG00000050777",170706,"Tmem37",1311
"ENSMUSG00000026385",13167,"Dbi",1422
"ENSMUSG00000026388",73103,"3110009E18Rik",2428
"ENSMUSG00000026389",68428,"Steap3",5715
"ENSMUSG00000036907",226359,"C1ql2",2000
"ENSMUSG00000026390",17167,"Marco",1925
"ENSMUSG00000058665",13798,"En1",2624
"ENSMUSG00000097881",98452,"Celrr",3876
"ENSMUSG00000003721",72999,"Insig2",3473
"ENSMUSG00000026339",70829,"Ccdc93",11445
"ENSMUSG00000050534",15564,"Htr5b",1935
"ENSMUSG00000001674",66942,"Ddx18",2483
"ENSMUSG00000083584",100417964,"Gm15394",1308
"ENSMUSG00000100913",666971,"Gm8392",835
"ENSMUSG00000099960",102638832,"Gm28590",1609
"ENSMUSG00000089274",115487686,"Gm24547",149
"ENSMUSG00000089190",115487653,"Gm25771",144
"ENSMUSG00000100762",666983,"Gm8403",1298
"ENSMUSG00000036815",269109,"Dpp10",15784
"ENSMUSG00000077472",115485779,"Gm24791",131
"ENSMUSG00000101994",100417878,"Gm18875",882
