"","Entrez.Mouse","Entrez.Human","Entrez.Rat"
"18974",18974,5427,299112
"18975",18975,5428,85472
"20021",20021,5432,361365
"66420",66420,5434,690966
"67710",67710,5436,117017
"18998",18998,5459,364855
"19041",19041,5493,302934
"19043",19043,5495,24667
"66385",66385,5510,NA
"52040",52040,5514,65045
"71978",71978,5520,117104
"56420",56420,5531,171366
"19064",19064,5539,24677
"116847",116847,5549,84400
"19072",19072,5550,NA
"19074",19074,5553,58826
"109333",109333,5586,207122
"75292",75292,23683,313834
"19089",19089,5589,300445
"225724",225724,5596,54268
"23939",23939,5598,114509
"26395",26395,5604,170851
"19130",19130,5629,305066
"212627",212627,5636,117272
"19146",19146,5651,288291
"26440",26440,5682,29668
"19166",19166,5683,29669
"19167",19167,5684,NA
"26441",26441,5685,29671
"26442",26442,5686,29672
"26443",26443,5687,29673
"73677",73677,143471,364814
"19170",19170,5689,94198
"26445",26445,5690,29675
"26446",26446,5691,NA
"19172",19172,5692,58854
"19175",19175,5694,NA
"19177",19177,5695,85492
"16912",16912,5698,24967
"19179",19179,5700,117263
"19181",19181,5701,25581
"19182",19182,5702,29677
"19184",19184,5705,81827
"70247",70247,5707,83806
"21762",21762,5708,287984
"22123",22123,5709,287670
"17463",17463,5713,307821
"67151",67151,5715,NA
"69077",69077,5717,303353
"66997",66997,5718,287772
"23997",23997,5719,365388
"19192",19192,10197,NA
"19227",19227,5744,24695
"19242",19242,5764,24924
"19246",19246,5770,24697
"19258",19258,5775,246116
"56294",56294,5780,266611
"19247",19247,5781,25622
"19263",19263,5787,314843
"19264",19264,5788,24699
"19270",19270,5793,NA
"19271",19271,5795,29645
"19276",19276,5799,29714
"19279",19279,5801,94202
"19283",19283,5803,25613
"19293",19293,5816,NA
"58235",58235,5818,192183
"19299",19299,5825,25270
"56454",56454,5832,361755
"68671",68671,5833,89841
"19309",19309,5837,24701
"69908",69908,5865,81755
"19361",19361,5888,NA
"19364",19364,5892,NA
"109905",109905,5906,295347
"110351",110351,5909,313644
"109222",109222,5918,310486
"71660",71660,5919,297073
"218397",218397,5921,25676
"19418",19418,5924,114513
"19650",19650,5933,680111
"19659",19659,5947,25056
"26611",26611,5955,29218
"19674",19674,5957,140936
"19682",19682,5959,NA
"18016",18016,4771,25744
"19696",19696,5966,305584
"19703",19703,5973,81759
"19704",19704,5976,684558
"19687",19687,5981,89809
"69263",69263,5983,288414
"19724",19724,5989,288906
"50778",50778,5996,54289
"19735",19735,5997,84583
"24012",24012,6000,54296
"71729",71729,6002,54292
"19734",19734,6004,360857
"24013",24013,6011,81760
"19762",19762,6014,291713
"19821",19821,6045,304850
"19819",19819,246243,298933
"107702",107702,6050,100360501
"24015",24015,6059,361390
"19876",19876,6091,58946
"19886",19886,6098,25346
"68275",68275,6117,287524
"56282",56282,6182,NA
"103963",103963,6184,25596
"20014",20014,6185,64701
"68750",68750,6239,306873
"20181",20181,6256,25271
"20197",20197,6274,114216
"20199",20199,6276,295211
"20201",20201,6279,116547
"20202",20202,6280,94195
"20194",20194,6281,81778
"224903",224903,6294,64196
"58198",58198,6299,307740
"20230",20230,6304,316164
"20239",20239,6311,288663
"20256",20256,6320,29313
"20274",20274,6335,78956
"20296",20296,6357,24770
"20302",20302,414062,25542
"20304",20304,6352,NA
"20293",20293,6347,287562
"20295",20295,6361,117518
"56221",56221,6369,288593
"16963",16963,6375,171371
"20312",20312,6376,89808
"20969",20969,6382,25216
"15529",15529,6383,25615
"67680",67680,6390,298596
"66052",66052,6391,289217
"20344",20344,6403,25651
"20345",20345,6404,363930
"20364",20364,6415,NA
"20377",20377,6422,84402
"20379",20379,6424,89803
"54612",54612,6425,309377
"20389",20389,6440,50683
"20390",20390,6441,25350
"56726",56726,6451,302363
"24055",24055,6452,305450
"16443",16443,6453,29491
"20440",20440,6480,25197
"20449",20449,6489,25280
"20460",20460,6491,313506
"246787",246787,6524,64522
"232333",232333,6529,79212
"21366",21366,6533,29464
"20531",20531,10568,84395
"214084",214084,6571,25549
"20562",20562,6585,65047
"20564",20564,6586,83467
"20568",20568,6590,NA
"67155",67155,6595,361745
"20587",20587,6598,361825
"68094",68094,6601,685179
"66993",66993,6604,296732
"75627",75627,6617,314228
"102209",102209,6618,304204
"104069",104069,6620,113893
"227644",227644,6621,362088
"20618",20618,6623,64347
"68981",68981,6627,100361269
"20648",20648,6640,362242
"67804",67804,6643,291464
"20652",20652,6646,81782
"20657",20657,6649,25352
"20660",20660,6653,300652
"20677",20677,6659,364712
"78912",78912,6668,303499
"20688",20688,6671,25162
"107652",107652,6675,498272
"245865",245865,6676,83623
"20375",20375,6688,366126
"20740",20740,6709,64159
"20742",20742,6711,305614
"20775",20775,6713,29230
"66384",66384,6728,291685
"67398",67398,6734,315548
"20821",20821,6737,308901
"20823",20823,6741,NA
"107513",107513,6745,361233
"66256",66256,6746,295235
"20840",20840,6769,363152
"20852",20852,6778,362896
"20855",20855,6781,81801
"23955",23955,6787,306252
"268980",268980,6801,29149
"56389",56389,6811,65134
"20910",20910,6812,25558
"20924",20924,6829,308472
"338359",338359,6832,294385
"20930",20930,6834,NA
"20937",20937,6839,302553
"20957",20957,6847,25276
"20963",20963,6850,25155
"20977",20977,6855,24804
"20997",20997,6862,292301
"21333",21333,6863,NA
"11491",11491,6868,57027
"21345",21345,6876,25123
"21349",21349,6886,313507
"21356",21356,6892,25217
"72726",72726,6903,316221
"21374",21374,6908,117526
"21413",21413,6925,84382
"21423",21423,6929,171046
"330361",330361,6936,312474
"18024",18024,4780,83619
"21412",21412,6943,252856
"21667",21667,6997,680246
"21676",21676,7003,361630
"110213",110213,7009,24822
"21418",21418,7020,306862
"332937",332937,339488,313596
"21420",21420,7022,362280
"83383",83383,7023,360482
"76688",76688,10139,117051
"21784",21784,7031,117270
"21786",21786,7033,25563
"50765",50765,7036,288562
"22042",22042,7037,64678
"21819",21819,7038,24826
"21802",21802,7039,24827
"21808",21808,7042,81809
"21809",21809,7043,25717
"320202",320202,7044,289316
"21813",21813,7048,81810
"21814",21814,7049,29610
"21826",21826,7058,292406
"21835",21835,7069,25357
"21844",21844,7074,304109
"21858",21858,7077,NA
"21872",21872,7082,292994
"15898",15898,7087,313785
"69276",69276,7095,294912
"64540",64540,7106,293627
"83924",83924,7107,289287
"98386",98386,3930,89789
"12741",12741,7122,65131
"21952",21952,7135,29388
"21969",21969,7150,64550
"21987",21987,7164,689256
"66314",66314,7165,NA
"22019",22019,7174,81815
"22026",22026,7182,50659
"22027",22027,7184,362862
"22063",22063,7220,89821
"380752",380752,7260,362721
"22113",22113,7262,293637
"22122",22122,7264,300036
"66827",66827,7265,287208
"100037258",100037258,5611,63880
"22129",22129,7267,360702
"21869",21869,7080,25628
"22137",22137,7272,315852
"233870",233870,7284,293481
"22157",22157,7287,309900
"56734",56734,7288,361576
"22164",22164,7292,89814
"22163",22163,7293,NA
"22165",22165,7294,305311
"74153",74153,7318,301000
"56550",56550,7322,641452
"67128",67128,7326,NA
"22218",22218,7341,301442
"22226",22226,7349,29151
"22228",22228,7351,54315
"22229",22229,7352,25708
"22287",22287,7356,25575
"22235",22235,7358,83472
"22242",22242,7369,25128
"22271",22271,7378,289801
"22273",22273,7384,301011
"22282",22282,7392,81817
"230484",230484,7398,313387
"22325",22325,7410,296603
"22327",22327,7411,NA
"22339",22339,7422,83785
"381677",381677,7425,29461
"22352",22352,7431,81818
"22353",22353,7432,117064
"22355",22355,7434,29555
"22367",22367,7443,362779
"26950",26950,7447,24877
"107684",107684,7464,313235
"22423",22423,7479,293990
"22412",22412,7484,303586
"103573",103573,7514,85252
"108138",108138,7518,309995
"22632",22632,7528,NA
"22695",22695,7538,79426
"22666",22666,7541,282825
"22764",22764,7543,367832
"22771",22771,7545,64618
"12785",12785,7555,64530
"22646",22646,7584,316096
"224656",224656,7629,361809
"67911",67911,169841,306816
"22642",22642,7709,313666
"22654",22654,7755,287095
"75563",75563,7802,298524
"19243",19243,7803,NA
"18510",18510,7849,81819
"14367",14367,7855,317674
"20254",20254,7857,24765
"252870",252870,7874,360471
"110052",110052,7913,306817
"66985",66985,8045,293623
"75717",75717,8065,64624
"50530",50530,8076,362429
"238377",238377,8111,314386
"268903",268903,8204,304157
"56292",56292,8260,363518
"12005",12005,8312,79257
"12544",12544,8318,287961
"14368",14368,8323,282581
"14371",14371,8326,266608
"109685",109685,8372,300993
"75533",75533,8382,688903
"108083",108083,8396,89812
"53357",53357,8398,360426
"26565",26565,8399,29359
"67863",67863,8402,64201
"22241",22241,8408,360827
"71790",71790,8416,689830
"108075",108075,8425,292734
"101095",101095,8427,297065
"18201",18201,8439,353233
"13446",13446,8448,65031
"69192",69192,8449,294232
"72584",72584,8450,302502
"26554",26554,8452,301555
"71745",71745,8453,361258
"26965",26965,8454,362356
"15218",15218,8456,287469
"22022",22022,8459,288719
"22021",22021,8460,288617
"194655",194655,8462,313994
"20878",20878,6790,261730
"94244",94244,8468,288597
"14744",14744,8477,299242
"66679",66679,8480,362281
"237222",237222,8481,302661
"20361",20361,8482,315711
"214425",214425,8483,315761
"218756",218756,9497,117955
"19737",19737,8490,54294
"225028",225028,8491,170920
"67533",67533,8496,312855
"72401",72401,8501,311168
"227937",227937,8502,295625
"18710",18710,8503,60664
"56535",56535,8504,83519
"53321",53321,8506,84008
"13803",13803,8507,294674
"18082",18082,8508,360971
"213119",213119,8515,310683
"16151",16151,8517,309295
"230233",230233,8518,140934
"107435",107435,8520,296501
"14531",14531,8521,29394
"56077",56077,8526,497978
"56449",56449,8531,83807
"242939",242939,8532,83575
"26572",26572,8533,287367
"76969",76969,8534,295934
"12418",12418,8535,501403
"76960",76960,8537,246755
"12023",12023,8538,679701
"228061",228061,8540,84114
"69656",69656,8544,363465
"106143",106143,8545,288353
"20893",20893,8553,79431
"21393",21393,8557,688173
"67229",67229,8559,171552
"98256",98256,8564,59113
"107271",107271,8565,313047
"216134",216134,8566,NA
"16549",16549,8570,171137
"30794",30794,8572,24915
"12361",12361,8573,29647
"110198",110198,8574,171445
"23992",23992,8575,311130
"20872",20872,8576,286927
"380713",380713,8578,303313
"17068",17068,8581,315075
"18317",18317,8590,65140
"21943",21943,8600,117516
"58175",58175,8601,362477
"231128",231128,8603,305452
"93691",93691,8609,NA
"50784",50784,8612,246115
"20856",20856,8614,63878
"56041",56041,8615,56042
"27062",27062,8618,26989
"218461",218461,8622,309962
"56088",56088,8624,288236
"19727",19727,8625,306353
"16469",16469,8629,315073
"78473",78473,8631,286975
"22253",22253,8633,362049
"66368",66368,8634,295395
"68475",68475,8636,311802
"231655",231655,8638,304545
"11754",11754,8639,NA
"233651",233651,8642,308912
"16529",16529,8645,364241
"12667",12667,8646,117275
"18222",18222,8650,29419
"12703",12703,8651,252971
"384783",384783,8660,29376
"13669",13669,8661,292148
"27979",27979,8662,288516
"56347",56347,8663,293484
"55944",55944,8664,362952
"66085",66085,8665,293427
"53356",53356,8666,298700
"68135",68135,8667,299899
"54709",54709,8668,682390
"230861",230861,8672,298573
"228960",228960,8675,362283
"74732",74732,8676,292483
"56208",56208,8678,114558
"77532",77532,8690,315417
"13611",13611,8698,314649
"18100",18100,64976,287962
"13411",13411,8701,117253
"53418",53418,8704,313536
"54218",54218,8705,NA
"71609",71609,8717,246756
"56453",56453,8720,89842
"59022",59022,8721,NA
"209131",209131,401548,298033
"19777",19777,8725,308537
"13626",13626,8726,293104
"54366",54366,8727,298019
"67897",67897,8731,291534
"19766",19766,8737,306886
"12905",12905,8738,314756
"50930",50930,8740,301133
"22035",22035,8743,246775
"23792",23792,8745,301460
"11490",11490,8751,57025
"11500",11500,8756,29641
"230979",230979,8764,366518
"14082",14082,8772,NA
"108123",108123,8774,307382
"108124",108124,8775,140673
"53332",53332,8776,317296
"17475",17475,8777,29365
"66878",66878,8780,361293
"17183",17183,8785,296358
"19739",19739,8787,29481
"13386",13386,8788,114587
"75540",75540,8790,310935
"21934",21934,8792,498206
"64929",64929,8796,361086
"18632",18632,8799,310682
"20917",20917,8801,362404
"20916",20916,8803,361071
"16174",16174,8807,373540
"107527",107527,8808,171106
"16182",16182,8809,301365
"17082",17082,9173,25556
"14428",14428,8811,29234
"13480",13480,8813,296394
"23825",23825,8815,114087
"14172",14172,8817,29369
"60406",60406,8819,680122
"269180",269180,3631,80849
"14171",14171,8822,29368
"18187",18187,8828,81527
"18186",18186,8829,246331
"216821",216821,8834,303196
"216233",216233,8835,84607
"14590",14590,8836,25455
"22403",22403,8839,29576
"22402",22402,8840,65154
"11643",11643,8852,79254
"211914",211914,8853,362719
"66901",66901,8858,306608
"16825",16825,8861,309447
"20454",20454,8869,83505
"15937",15937,8870,294235
"54126",54126,8874,114559
"20397",20397,8879,286896
"69957",69957,8881,290875
"22687",22687,8882,500989
"54387",54387,8888,294339
"224045",224045,8893,192234
"67204",67204,8894,296302
"108012",108012,8905,302671
"12042",12042,8915,83477
"14106",14106,8928,300054
"17193",17193,8930,680915
"17192",17192,53615,362834
"17191",17191,8932,680172
"54353",54353,8935,155183
"83767",83767,8936,294568
"70356",70356,6767,NA
"21976",21976,8940,287930
"12570",12570,8941,501164
"70789",70789,8942,116682
"11776",11776,8943,314633
"52331",52331,8987,305234
"11974",11974,8992,NA
"15114",15114,9001,29430
"20523",20523,9016,85263
"68481",68481,9019,360871
"53859",53859,9020,360640
"12702",12702,9021,89829
"12642",12642,9023,309527
"58230",58230,9025,361815
"214951",214951,9028,117025
"75604",75604,9032,303256
"54199",54199,9034,316019
"20356",20356,9037,310207
"22200",22200,9039,117553
"22192",22192,9040,361509
"17930",17930,9172,306616
"70834",70834,9043,360600
"13449",13449,9046,290361
"27371",27371,9047,310688
"11632",11632,9049,282827
"232431",232431,9052,312790
"20500",20500,9058,65202
"83813",83813,8711,303247
"170442",170442,8424,64564
"18504",18504,5076,293992
"230103",230103,4882,116564
"18033",18033,4790,81736
"18414",18414,9180,310132
"14130",14130,2213,289211
"14619",14619,2706,394266
"104111",104111,109,64508
"109674",109674,271,362015
"109689",109689,408,25387
"108147",108147,471,81643
"11927",11927,475,84355
"11946",11946,498,65262
"114143",114143,533,NA
"12010",12010,567,24223
"12050",12050,599,60434
"12176",12176,664,84480
"53414",53414,705,359727
"12267",12267,719,84007
"229905",229905,56267,541589
"12450",12450,900,25405
"12556",12556,1014,307614
"12576",12576,1027,83571
"11773",11773,1173,116563
"232910",232910,1175,65046
"12868",12868,1351,NA
"12962",12962,1417,64349
"13191",13191,1639,NA
"13198",13198,1649,29467
"21673",21673,1791,294051
"93747",93747,1892,140547
"13642",13642,1948,306636
"13665",13665,1965,54318
"13685",13685,1978,116636
"13688",13688,1979,361845
"13797",13797,2018,499380
"14051",14051,2070,292172
"216616",216616,2202,305604
"14127",14127,2207,25441
"14132",14132,2217,29558
"14149",14149,2232,79122
"14156",14156,2237,84490
"14166",14166,2256,NA
"14168",14168,2258,NA
"14169",14169,2259,63851
"14229",14229,2289,361810
"14255",14255,2322,140635
"14607",14607,2695,25040
"66066",66066,2791,64199
"209318",209318,2873,117039
"226243",226243,3026,292126
"16533",16533,3779,29747
"16803",16803,3929,29469
"12705",12705,4435,64466
"17925",17925,4650,25486
"66916",66916,4713,361385
"13494",13494,4733,305470
"19087",19087,5576,29699
"19197",19197,5623,25525
"217212",217212,5697,287730
"11891",11891,5873,50645
"19660",19660,5948,24710
"56437",56437,6236,83521
"66945",66945,6389,157074
"20425",20425,6470,287379
"20511",20511,6506,29482
"67332",67332,6634,687711
"20787",20787,6720,78968
"21353",21353,10010,252961
"22375",22375,7453,314442
"53376",53376,9099,115771
"26926",26926,9131,83533
"20974",20974,9143,302975
"58249",58249,9158,282837
"55960",55960,9166,299864
"30939",30939,9232,64193
"56791",56791,9246,295704
"14765",14765,9248,117097
"52065",52065,9258,306508
"19159",19159,9265,116693
