"","Ensembl.macaca","Ensembl.mouse","Entrez.mouse","Unique.ID","Mouse.gene.name"
"ENSMFAG00000001986","ENSMFAG00000001986","ENSMUSG00000022657",84544,"ENSMFAG00000001986.84544","Cd96"
"ENSMFAG00000000103","ENSMFAG00000000103","ENSMUSG00000026649",75472,"ENSMFAG00000000103.75472","Cfap126"
"ENSMFAG00000044899","ENSMFAG00000044899","ENSMUSG00000038997",66772,"ENSMFAG00000044899.66772","Asb17"
"ENSMFAG00000029995","ENSMFAG00000029995","ENSMUSG00000027660",20482,"ENSMFAG00000029995.20482","Skil"
"ENSMFAG00000032110","ENSMFAG00000032110","ENSMUSG00000026482",19731,"ENSMFAG00000032110.19731","Rgl1"
"ENSMFAG00000045043","ENSMFAG00000045043","ENSMUSG00000026489",67426,"ENSMFAG00000045043.67426","Coq8a"
"ENSMFAG00000034219","ENSMFAG00000034219","ENSMUSG00000033161",11928,"ENSMFAG00000034219.11928","Atp1a1"
"ENSMFAG00000039763","ENSMFAG00000039763","ENSMUSG00000044556",75173,"ENSMFAG00000039763.75173","Tex38"
"ENSMFAG00000040128","ENSMFAG00000040128","ENSMUSG00000037625",18417,"ENSMFAG00000040128.18417","Cldn11"
"ENSMFAG00000029820","ENSMFAG00000029820","ENSMUSG00000059610",257962,"ENSMFAG00000029820.257962","Or2b11"
"ENSMFAG00000031809","ENSMFAG00000031809","ENSMUSG00000049288",280411,"ENSMFAG00000031809.280411","Lix1l"
"ENSMFAG00000039568","ENSMFAG00000039568","ENSMUSG00000056054",20201,"ENSMFAG00000039568.20201","S100a8"
"ENSMFAG00000038806","ENSMFAG00000038806","ENSMUSG00000005493",55993,"ENSMFAG00000038806.55993","Msh4"
"ENSMFAG00000031018","ENSMFAG00000031018","ENSMUSG00000028613",16975,"ENSMFAG00000031018.16975","Lrp8"
"ENSMFAG00000032560","ENSMFAG00000032560","ENSMUSG00000069072",241919,"ENSMFAG00000032560.241919","Slc7a14"
"ENSMFAG00000030680","ENSMFAG00000030680","ENSMUSG00000026616",12902,"ENSMFAG00000030680.12902","Cr2"
"ENSMFAG00000032003","ENSMFAG00000032003","ENSMUSG00000028709",100465,"ENSMFAG00000032003.100465","Mob3c"
"ENSMFAG00000036723","ENSMFAG00000036723","ENSMUSG00000057751",230971,"ENSMFAG00000036723.230971","Megf6"
"ENSMFAG00000033539","ENSMFAG00000033539","ENSMUSG00000021900",26363,"ENSMFAG00000033539.26363","Btd"
"ENSMFAG00000045376","ENSMFAG00000045376","ENSMUSG00000038374",60365,"ENSMFAG00000045376.60365","Rbm8a"
"ENSMFAG00000045130","ENSMFAG00000045130","ENSMUSG00000056071",20202,"ENSMFAG00000045130.20202","S100a9"
"ENSMFAG00000036546","ENSMFAG00000036546","ENSMUSG00000027901",72121,"ENSMFAG00000036546.72121","Dennd2d"
"ENSMFAG00000016006","ENSMFAG00000016006","ENSMUSG00000070287",245020,"ENSMFAG00000016006.245020","Slc35g2"
"ENSMFAG00000038424","ENSMFAG00000038424","ENSMUSG00000032691",216799,"ENSMFAG00000038424.216799","Nlrp3"
"ENSMFAG00000004239","ENSMFAG00000004239","ENSMUSG00000048581",329659,"ENSMFAG00000004239.329659","E130311K13Rik"
"ENSMFAG00000038829","ENSMFAG00000038829","ENSMUSG00000040113",240879,"ENSMFAG00000038829.240879","Ntmt2"
"ENSMFAG00000001759","ENSMFAG00000001759","ENSMUSG00000056569",17528,"ENSMFAG00000001759.17528","Mpz"
"ENSMFAG00000001084","ENSMFAG00000001084","ENSMUSG00000022656",58998,"ENSMFAG00000001084.58998","Nectin3"
"ENSMFAG00000002961","ENSMFAG00000002961","ENSMUSG00000042250",384997,"ENSMFAG00000002961.384997","Pglyrp4"
"ENSMFAG00000001853","ENSMFAG00000001853","ENSMUSG00000040124",98376,"ENSMFAG00000001853.98376","Gorab"
"ENSMFAG00000034176","ENSMFAG00000034176","ENSMUSG00000030307",243616,"ENSMFAG00000034176.243616","Slc6a11"
"ENSMFAG00000002743","ENSMFAG00000002743","ENSMUSG00000033253",230676,"ENSMFAG00000002743.230676","Szt2"
"ENSMFAG00000003043","ENSMFAG00000003043","ENSMUSG00000026587",11899,"ENSMFAG00000003043.11899","Astn1"
"ENSMFAG00000044882","ENSMFAG00000044882","ENSMUSG00000032475",17973,"ENSMFAG00000044882.17973","Nck1"
"ENSMFAG00000042466","ENSMFAG00000042466","ENSMUSG00000044313",242125,"ENSMFAG00000042466.242125","Mab21l3"
"ENSMFAG00000035433","ENSMFAG00000035433","ENSMUSG00000020472",268417,"ENSMFAG00000035433.268417","Zkscan17"
"ENSMFAG00000000787","ENSMFAG00000000787","ENSMUSG00000032649",269132,"ENSMFAG00000000787.269132","Colgalt2"
"ENSMFAG00000040293","ENSMFAG00000040293","ENSMUSG00000042244",242100,"ENSMFAG00000040293.242100","Pglyrp3"
"ENSMFAG00000044191","ENSMFAG00000044191","ENSMUSG00000040774",99712,"ENSMFAG00000044191.99712","Cept1"
"ENSMFAG00000026976","ENSMFAG00000026976","ENSMUSG00000028708",17346,"ENSMFAG00000026976.17346","Mknk1"
"ENSMFAG00000040062","ENSMFAG00000040062","ENSMUSG00000028549",67733,"ENSMFAG00000040062.67733","Itgb3bp"
"ENSMFAG00000042672","ENSMFAG00000042672","ENSMUSG00000033147",242126,"ENSMFAG00000042672.242126","Slc22a15"
"ENSMFAG00000031112","ENSMFAG00000031112","ENSMUSG00000068921",65111,"ENSMFAG00000031112.65111","Dap3"
"ENSMFAG00000045437","ENSMFAG00000045437","ENSMUSG00000044244",213208,"ENSMFAG00000045437.213208","Il20rb"
"ENSMFAG00000036131","ENSMFAG00000036131","ENSMUSG00000026490",226751,"ENSMFAG00000036131.226751","Cdc42bpa"
"ENSMFAG00000039350","ENSMFAG00000039350","ENSMUSG00000027823",229363,"ENSMFAG00000039350.229363","Gmps"
"ENSMFAG00000032655","ENSMFAG00000032655","ENSMUSG00000062908",11364,"ENSMFAG00000032655.11364","Acadm"
"ENSMFAG00000029238","ENSMFAG00000029238","ENSMUSG00000053747",20669,"ENSMFAG00000029238.20669","Sox14"
"ENSMFAG00000012240","ENSMFAG00000012240","ENSMUSG00000056270",109314,"ENSMFAG00000012240.109314","Prr9"
"ENSMFAG00000004437","ENSMFAG00000004437","ENSMUSG00000071890",78258,"ENSMFAG00000004437.78258","Mroh9"
"ENSMFAG00000003599","ENSMFAG00000003599","ENSMUSG00000016481",12946,"ENSMFAG00000003599.12946","Cr1l"
"ENSMFAG00000007438","ENSMFAG00000007438","ENSMUSG00000030310",232333,"ENSMFAG00000007438.232333","Slc6a1"
"ENSMFAG00000034241","ENSMFAG00000034241","ENSMUSG00000021884",56794,"ENSMFAG00000034241.56794","Hacl1"
"ENSMFAG00000043309","ENSMFAG00000043309","ENSMUSG00000090210",213119,"ENSMFAG00000043309.213119","Itga10"
"ENSMFAG00000044667","ENSMFAG00000044667","ENSMUSG00000005677",12355,"ENSMFAG00000044667.12355","Nr1i3"
"ENSMFAG00000041655","ENSMFAG00000041655","ENSMUSG00000032473",56492,"ENSMFAG00000041655.56492","Cldn18"
"ENSMFAG00000045855","ENSMFAG00000045855","ENSMUSG00000056260",321000,"ENSMFAG00000045855.321000","Lrif1"
"ENSMFAG00000029972","ENSMFAG00000029972","ENSMUSG00000026532",20739,"ENSMFAG00000029972.20739","Spta1"
"ENSMFAG00000042482","ENSMFAG00000042482","ENSMUSG00000027861",12373,"ENSMFAG00000042482.12373","Casq2"
"ENSMFAG00000003568","ENSMFAG00000003568","ENSMUSG00000030089",71699,"ENSMFAG00000003568.71699","Slc41a3"
"ENSMFAG00000003330","ENSMFAG00000003330","ENSMUSG00000028655",76574,"ENSMFAG00000003330.76574","Mfsd2a"
"ENSMFAG00000038078","ENSMFAG00000038078","ENSMUSG00000027690",20526,"ENSMFAG00000038078.20526","Slc2a2"
"ENSMFAG00000039471","ENSMFAG00000039471","ENSMUSG00000026691",14262,"ENSMFAG00000039471.14262","Fmo3"
"ENSMFAG00000036320","ENSMFAG00000036320","ENSMUSG00000058550",73693,"ENSMFAG00000036320.73693","Dppa4"
"ENSMFAG00000027605","ENSMFAG00000027605","ENSMUSG00000050359",20753,"ENSMFAG00000027605.20753","Sprr1a"
"ENSMFAG00000033160","ENSMFAG00000033160","ENSMUSG00000095576",226565,"ENSMFAG00000033160.226565","Fmo6"
"ENSMFAG00000041396","ENSMFAG00000041396","ENSMUSG00000073792",320438,"ENSMFAG00000041396.320438","Alg6"
"ENSMFAG00000041691","ENSMFAG00000041691","ENSMUSG00000037784",72507,"ENSMFAG00000041691.72507","Dzip1l"
"ENSMFAG00000032889","ENSMFAG00000032889","ENSMUSG00000039285",27215,"ENSMFAG00000032889.27215","Azi2"
"ENSMFAG00000000860","ENSMFAG00000000860","ENSMUSG00000027860",229658,"ENSMFAG00000000860.229658","Vangl1"
"ENSMFAG00000045183","ENSMFAG00000045183","ENSMUSG00000040170",55990,"ENSMFAG00000045183.55990","Fmo2"
"ENSMFAG00000032077","ENSMFAG00000032077","ENSMUSG00000027827",16497,"ENSMFAG00000032077.16497","Kcnab1"
"ENSMFAG00000029625","ENSMFAG00000029625","ENSMUSG00000028654",16918,"ENSMFAG00000029625.16918","Mycl"
"ENSMFAG00000045835","ENSMFAG00000045835","ENSMUSG00000032666",69399,"ENSMFAG00000045835.69399","1700025G04Rik"
"ENSMFAG00000038279","ENSMFAG00000038279","ENSMUSG00000028550",242557,"ENSMFAG00000038279.242557","Atg4c"
"ENSMFAG00000002919","ENSMFAG00000002919","ENSMUSG00000040747",12508,"ENSMFAG00000002919.12508","Cd53"
"ENSMFAG00000045471","ENSMFAG00000045471","ENSMUSG00000073774",654462,"ENSMFAG00000045471.654462","Kncn"
"ENSMFAG00000039698","ENSMFAG00000039698","ENSMUSG00000027858",70747,"ENSMFAG00000039698.70747","Tspan2"
"ENSMFAG00000002012","ENSMFAG00000002012","ENSMUSG00000032446",13813,"ENSMFAG00000002012.13813","Eomes"
"ENSMFAG00000045636","ENSMFAG00000045636","ENSMUSG00000040181",14261,"ENSMFAG00000045636.14261","Fmo1"
"ENSMFAG00000032956","ENSMFAG00000032956","ENSMUSG00000015961",11566,"ENSMFAG00000032956.11566","Adss2"
"ENSMFAG00000030336","ENSMFAG00000030336","ENSMUSG00000053004",15465,"ENSMFAG00000030336.15465","Hrh1"
"ENSMFAG00000003460","ENSMFAG00000003460","ENSMUSG00000022652",17450,"ENSMFAG00000003460.17450","Morc1"
"ENSMFAG00000001316","ENSMFAG00000001316","ENSMUSG00000028653",66966,"ENSMFAG00000001316.66966","Trit1"
"ENSMFAG00000032349","ENSMFAG00000032349","ENSMUSG00000043019",66967,"ENSMFAG00000032349.66967","Edem3"
"ENSMFAG00000037345","ENSMFAG00000037345","ENSMUSG00000015962",69428,"ENSMFAG00000037345.69428","Spmip3"
"ENSMFAG00000000330","ENSMFAG00000000330","ENSMUSG00000027857",22094,"ENSMFAG00000000330.22094","Tshb"
"ENSMFAG00000044778","ENSMFAG00000044778","ENSMUSG00000022807",106326,"ENSMFAG00000044778.106326","Osbpl11"
"ENSMFAG00000043642","ENSMFAG00000043642","ENSMUSG00000032469",83703,"ENSMFAG00000043642.83703","Dbr1"
"ENSMFAG00000046153","ENSMFAG00000046153","ENSMUSG00000034171",14073,"ENSMFAG00000046153.14073","Faah"
"ENSMFAG00000032390","ENSMFAG00000032390","ENSMUSG00000028556",67299,"ENSMFAG00000032390.67299","Dock7"
"ENSMFAG00000043913","ENSMFAG00000043913","ENSMUSG00000027855",20957,"ENSMFAG00000043913.20957","Sycp1"
"ENSMFAG00000007623","ENSMFAG00000007623","ENSMUSG00000047959",16491,"ENSMFAG00000007623.16491","Kcna3"
"ENSMFAG00000009243","ENSMFAG00000009243","ENSMUSG00000070103",735253,"ENSMFAG00000009243.735253","Mir488"
"ENSMFAG00000039273","ENSMFAG00000039273","ENSMUSG00000027692",665113,"ENSMFAG00000039273.665113","Tnik"
"ENSMFAG00000036550","ENSMFAG00000036550","ENSMUSG00000004031",240843,"ENSMFAG00000036550.240843","Brinp2"
"ENSMFAG00000045763","ENSMFAG00000045763","ENSMUSG00000026491",226747,"ENSMFAG00000045763.226747","Ahctf1"
"ENSMFAG00000040779","ENSMFAG00000040779","ENSMUSG00000030314",74244,"ENSMFAG00000040779.74244","Atg7"
"ENSMFAG00000000561","ENSMFAG00000000561","ENSMUSG00000040724",16490,"ENSMFAG00000000561.16490","Kcna2"
"ENSMFAG00000038111","ENSMFAG00000038111","ENSMUSG00000028360",242259,"ENSMFAG00000038111.242259","Slc44a5"
"ENSMFAG00000040321","ENSMFAG00000040321","ENSMUSG00000022808",69150,"ENSMFAG00000040321.69150","Snx4"
"ENSMFAG00000003828","ENSMFAG00000003828","ENSMUSG00000016493",17221,"ENSMFAG00000003828.17221","Cd46"
"ENSMFAG00000036590","ENSMFAG00000036590","ENSMUSG00000021890",74427,"ENSMFAG00000036590.74427","Eaf1"
"ENSMFAG00000040538","ENSMFAG00000040538","ENSMUSG00000026589",89867,"ENSMFAG00000040538.89867","Sec16b"
"ENSMFAG00000016078","ENSMFAG00000016078","ENSMUSG00000042861",242151,"ENSMFAG00000016078.242151","Kcna10"
"ENSMFAG00000032860","ENSMFAG00000032860","ENSMUSG00000026692",226564,"ENSMFAG00000032860.226564","Fmo4"
"ENSMFAG00000000748","ENSMFAG00000000748","ENSMUSG00000021733",218756,"ENSMFAG00000000748.218756","Slc4a7"
"ENSMFAG00000040611","ENSMFAG00000040611","ENSMUSG00000034640",99929,"ENSMFAG00000040611.99929","Tiparp"
"ENSMFAG00000039664","ENSMFAG00000039664","ENSMUSG00000078657",381457,"ENSMFAG00000039664.381457","Crnn"
"ENSMFAG00000036117","ENSMFAG00000036117","ENSMUSG00000038354",213121,"ENSMFAG00000036117.213121","Ankrd35"
"ENSMFAG00000029321","ENSMFAG00000029321","ENSMUSG00000070368",246691,"ENSMFAG00000029321.246691","Prok1"
"ENSMFAG00000037107","ENSMFAG00000037107","ENSMUSG00000049133",229574,"ENSMFAG00000037107.229574","Flg2"
"ENSMFAG00000000654","ENSMFAG00000000654","ENSMUSG00000021891",67011,"ENSMFAG00000000654.67011","Mettl6"
"ENSMFAG00000000519","ENSMFAG00000000519","ENSMUSG00000040225",226562,"ENSMFAG00000000519.226562","Prrc2c"
"ENSMFAG00000036859","ENSMFAG00000036859","ENSMUSG00000032468",74125,"ENSMFAG00000036859.74125","Armc8"
"ENSMFAG00000013716","ENSMFAG00000013716","ENSMUSG00000005674",641376,"ENSMFAG00000013716.641376","Tomm40l"
"ENSMFAG00000032575","ENSMFAG00000032575","ENSMUSG00000074579",624866,"ENSMFAG00000032575.624866","Lekr1"
"ENSMFAG00000035390","ENSMFAG00000035390","ENSMUSG00000026483",63913,"ENSMFAG00000035390.63913","Niban1"
"ENSMFAG00000002082","ENSMFAG00000002082","ENSMUSG00000028651",56031,"ENSMFAG00000002082.56031","Ppie"
"ENSMFAG00000001990","ENSMFAG00000001990","ENSMUSG00000028101",229615,"ENSMFAG00000001990.229615","Pias3"
"ENSMFAG00000003674","ENSMFAG00000003674","ENSMUSG00000068823",229663,"ENSMFAG00000003674.229663","Csde1"
"ENSMFAG00000033261","ENSMFAG00000033261","ENSMUSG00000019699",23797,"ENSMFAG00000033261.23797","Akt3"
"ENSMFAG00000009745","ENSMFAG00000009745","ENSMUSG00000030315",232334,"ENSMFAG00000009745.232334","Vgll4"
"ENSMFAG00000012010","ENSMFAG00000012010","ENSMUSG00000065548",387224,"ENSMFAG00000012010.387224","Mir29c"
"ENSMFAG00000032705","ENSMFAG00000032705","ENSMUSG00000070565",226525,"ENSMFAG00000032705.226525","Rasal2"
"ENSMFAG00000031068","ENSMFAG00000031068","ENSMUSG00000005681",11807,"ENSMFAG00000031068.11807","Apoa2"
"ENSMFAG00000046261","ENSMFAG00000046261","ENSMUSG00000029032",230972,"ENSMFAG00000046261.230972","Arhgef16"
"ENSMFAG00000041678","ENSMFAG00000041678","ENSMUSG00000026697",17926,"ENSMFAG00000041678.17926","Myoc"
"ENSMFAG00000004660","ENSMFAG00000004660","ENSMUSG00000028053",192195,"ENSMFAG00000004660.192195","Ash1l"
"ENSMFAG00000013373","ENSMFAG00000013373","ENSMUSG00000065412",723963,"ENSMFAG00000013373.723963","Mir29b-2"
"ENSMFAG00000039635","ENSMFAG00000039635","ENSMUSG00000028703",230654,"ENSMFAG00000039635.230654","Lrrc41"
"ENSMFAG00000042456","ENSMFAG00000042456","ENSMUSG00000028100",78373,"ENSMFAG00000042456.78373","Nudt17"
"ENSMFAG00000041455","ENSMFAG00000041455","ENSMUSG00000027896",229699,"ENSMFAG00000041455.229699","Slc16a4"
"ENSMFAG00000033968","ENSMFAG00000033968","ENSMUSG00000046093",170638,"ENSMFAG00000033968.170638","Hpcal4"
"ENSMFAG00000033931","ENSMFAG00000033931","ENSMUSG00000030316",68971,"ENSMFAG00000033931.68971","Tamm41"
"ENSMFAG00000007083","ENSMFAG00000007083","ENSMUSG00000028553",30924,"ENSMFAG00000007083.30924","Angptl3"
"ENSMFAG00000002057","ENSMFAG00000002057","ENSMUSG00000030775",77647,"ENSMFAG00000002057.77647","Trat1"
"ENSMFAG00000031870","ENSMFAG00000031870","ENSMUSG00000026696",53330,"ENSMFAG00000031870.53330","Vamp4"
"ENSMFAG00000043530","ENSMFAG00000043530","ENSMUSG00000028560",230484,"ENSMFAG00000043530.230484","Usp1"
"ENSMFAG00000032538","ENSMFAG00000032538","ENSMUSG00000022811",22661,"ENSMFAG00000032538.22661","Zfp148"
"ENSMFAG00000001867","ENSMFAG00000001867","ENSMUSG00000021893",12339,"ENSMFAG00000001867.12339","Capn7"
"ENSMFAG00000040799","ENSMFAG00000040799","ENSMUSG00000096225",16875,"ENSMFAG00000040799.16875","Lhx8"
"ENSMFAG00000044914","ENSMFAG00000044914","ENSMUSG00000041959",20194,"ENSMFAG00000044914.20194","S100a10"
"ENSMFAG00000035419","ENSMFAG00000035419","ENSMUSG00000045004",329972,"ENSMFAG00000035419.329972","Spata21"
"ENSMFAG00000045585","ENSMFAG00000045585","ENSMUSG00000032744",56198,"ENSMFAG00000045585.56198","Heyl"
"ENSMFAG00000043727","ENSMFAG00000043727","ENSMUSG00000058715",14127,"ENSMFAG00000043727.14127","Fcer1g"
"ENSMFAG00000036508","ENSMFAG00000036508","ENSMUSG00000039410",70673,"ENSMFAG00000036508.70673","Prdm16"
"ENSMFAG00000040338","ENSMFAG00000040338","ENSMUSG00000028099",74414,"ENSMFAG00000040338.74414","Polr3c"
"ENSMFAG00000043012","ENSMFAG00000043012","ENSMUSG00000036819",194952,"ENSMFAG00000043012.194952","Jmjd4"
"ENSMFAG00000032159","ENSMFAG00000032159","ENSMUSG00000035407",242553,"ENSMFAG00000032159.242553","Kank4"
"ENSMFAG00000032445","ENSMFAG00000032445","ENSMUSG00000046242",69797,"ENSMFAG00000032445.69797","Nme9"
"ENSMFAG00000045158","ENSMFAG00000045158","ENSMUSG00000026694",71449,"ENSMFAG00000045158.71449","Mettl13"
"ENSMFAG00000041481","ENSMFAG00000041481","ENSMUSG00000011257",230721,"ENSMFAG00000041481.230721","Pabpc4"
"ENSMFAG00000032182","ENSMFAG00000032182","ENSMUSG00000028145",75778,"ENSMFAG00000032182.75778","Them4"
"ENSMFAG00000030104","ENSMFAG00000030104","ENSMUSG00000027829",56706,"ENSMFAG00000030104.56706","Ccnl1"
"ENSMFAG00000004561","ENSMFAG00000004561","ENSMUSG00000088218",115489796,"ENSMFAG00000004561.115489796","Gm22078"
"ENSMFAG00000006003","ENSMFAG00000006003","ENSMUSG00000016494",12490,"ENSMFAG00000006003.12490","Cd34"
"ENSMFAG00000042451","ENSMFAG00000042451","ENSMUSG00000028098",67845,"ENSMFAG00000042451.67845","Rnf115"
"ENSMFAG00000031241","ENSMFAG00000031241","ENSMUSG00000028702",19366,"ENSMFAG00000031241.19366","Rad54l"
"ENSMFAG00000031887","ENSMFAG00000031887","ENSMUSG00000087166",381591,"ENSMFAG00000031887.381591","L1td1"
"ENSMFAG00000040143","ENSMFAG00000040143","ENSMUSG00000032470",17532,"ENSMFAG00000040143.17532","Mras"
"ENSMFAG00000027888","ENSMFAG00000027888","ENSMUSG00000065778",115490050,"ENSMFAG00000027888.115490050","Gm22154"
"ENSMFAG00000029929","ENSMFAG00000029929","ENSMUSG00000048109",229700,"ENSMFAG00000029929.229700","Rbm15"
"ENSMFAG00000037592","ENSMFAG00000037592","ENSMUSG00000053286",98685,"ENSMFAG00000037592.98685","Trmt1l"
"ENSMFAG00000003747","ENSMFAG00000003747","ENSMUSG00000028920",213499,"ENSMFAG00000003747.213499","Fbxo42"
"ENSMFAG00000001190","ENSMFAG00000001190","ENSMUSG00000009894",67826,"ENSMFAG00000001190.67826","Snap47"
"ENSMFAG00000008800","ENSMFAG00000008800","ENSMUSG00000051276",73353,"ENSMFAG00000008800.73353","Actrt2"
"ENSMFAG00000036324","ENSMFAG00000036324","ENSMUSG00000035506",171286,"ENSMFAG00000036324.171286","Slc12a8"
"ENSMFAG00000003496","ENSMFAG00000003496","ENSMUSG00000047583",209584,"ENSMFAG00000003496.209584","Tyw3"
"ENSMFAG00000000375","ENSMFAG00000000375","ENSMUSG00000006403",240913,"ENSMFAG00000000375.240913","Adamts4"
"ENSMFAG00000036741","ENSMFAG00000036741","ENSMUSG00000028701",68075,"ENSMFAG00000036741.68075","Lurap1"
"ENSMFAG00000034166","ENSMFAG00000034166","ENSMUSG00000028608",74098,"ENSMFAG00000034166.74098","Czib"
"ENSMFAG00000018292","ENSMFAG00000018292","ENSMUSG00000038298",59020,"ENSMFAG00000018292.59020","Pdzk1"
"ENSMFAG00000034013","ENSMFAG00000034013","ENSMUSG00000041734",170643,"ENSMFAG00000034013.170643","Kirrel1"
"ENSMFAG00000030925","ENSMFAG00000030925","ENSMUSG00000046637",242800,"ENSMFAG00000030925.242800","Ttc34"
"ENSMFAG00000038263","ENSMFAG00000038263","ENSMUSG00000037681",272636,"ENSMFAG00000038263.272636","Esyt3"
"ENSMFAG00000041997","ENSMFAG00000041997","ENSMUSG00000009394",20965,"ENSMFAG00000041997.20965","Syn2"
"ENSMFAG00000035372","ENSMFAG00000035372","ENSMUSG00000040265",103967,"ENSMFAG00000035372.103967","Dnm3"
"ENSMFAG00000046238","ENSMFAG00000046238","ENSMUSG00000064061",224170,"ENSMFAG00000046238.224170","Dzip3"
"ENSMFAG00000003249","ENSMFAG00000003249","ENSMUSG00000026640",18845,"ENSMFAG00000003249.18845","Plxna2"
"ENSMFAG00000036827","ENSMFAG00000036827","ENSMUSG00000027852",18176,"ENSMFAG00000036827.18176","Nras"
"ENSMFAG00000000807","ENSMFAG00000000807","ENSMUSG00000028150",19885,"ENSMFAG00000000807.19885","Rorc"
"ENSMFAG00000045626","ENSMFAG00000045626","ENSMUSG00000049291",216797,"ENSMFAG00000045626.216797","Prss38"
"ENSMFAG00000040882","ENSMFAG00000040882","ENSMUSG00000028607",12896,"ENSMFAG00000040882.12896","Cpt2"
"ENSMFAG00000045247","ENSMFAG00000045247","ENSMUSG00000026504",76816,"ENSMFAG00000045247.76816","Sdccag8"
"ENSMFAG00000042892","ENSMFAG00000042892","ENSMUSG00000041263",72296,"ENSMFAG00000042892.72296","Rusc1"
"ENSMFAG00000003471","ENSMFAG00000003471","ENSMUSG00000073733",76166,"ENSMFAG00000003471.76166","Cplane2"
"ENSMFAG00000041432","ENSMFAG00000041432","ENSMUSG00000058183",27390,"ENSMFAG00000041432.27390","Mmel1"
"ENSMFAG00000043410","ENSMFAG00000043410","ENSMUSG00000027831",72789,"ENSMFAG00000043410.72789","Veph1"
"ENSMFAG00000001542","ENSMFAG00000001542","ENSMUSG00000006398",107995,"ENSMFAG00000001542.107995","Cdc20"
"ENSMFAG00000006695","ENSMFAG00000006695","ENSMUSG00000065533",387201,"ENSMFAG00000006695.387201","Mir205"
"ENSMFAG00000039953","ENSMFAG00000039953","ENSMUSG00000062729",19044,"ENSMFAG00000039953.19044","Ppox"
"ENSMFAG00000001186","ENSMFAG00000001186","ENSMUSG00000091345",665033,"ENSMFAG00000001186.665033","Col6a5"
"ENSMFAG00000002458","ENSMFAG00000002458","ENSMUSG00000027895",99738,"ENSMFAG00000002458.99738","Kcnc4"
"ENSMFAG00000039124","ENSMFAG00000039124","ENSMUSG00000028919",213649,"ENSMFAG00000039124.213649","Arhgef19"
"ENSMFAG00000002653","ENSMFAG00000002653","ENSMUSG00000016179",215303,"ENSMFAG00000002653.215303","Camk1g"
"ENSMFAG00000031793","ENSMFAG00000031793","ENSMUSG00000052748",66875,"ENSMFAG00000031793.66875","Swt1"
"ENSMFAG00000043835","ENSMFAG00000043835","ENSMUSG00000038304",54215,"ENSMFAG00000043835.54215","Cd160"
"ENSMFAG00000038085","ENSMFAG00000038085","ENSMUSG00000070385",229665,"ENSMFAG00000038085.229665","Ampd1"
"ENSMFAG00000046254","ENSMFAG00000046254","ENSMUSG00000026592",73435,"ENSMFAG00000046254.73435","Tex35"
"ENSMFAG00000002554","ENSMFAG00000002554","ENSMUSG00000075254",77446,"ENSMFAG00000002554.77446","Heg1"
"ENSMFAG00000029272","ENSMFAG00000029272","ENSMUSG00000044505",320747,"ENSMFAG00000029272.320747","Lingo4"
"ENSMFAG00000042689","ENSMFAG00000042689","ENSMUSG00000009900",22416,"ENSMFAG00000042689.22416","Wnt3a"
